b,chi,seed,trueError,COR(1.000),COR(1.500),COR(1.667),COR(1.750),COR(1.800),COR(1.833),COR(1.857),COR(1.875),COR(1.889),COR(1.900),COR(1.909),COR(1.917),COR(1.923),COR(1.929),COR(1.933),COR(1.938),COR(1.941),COR(1.944),COR(1.947),COR(1.950)
10,8,272,0.5662890047595606,200,200,138,127,148,108,200,176,25,18,17,17,18,18,20,21,22,23,25,26,
10,8,787,0.7455394740417138,200,200,200,193,167,134,131,36,21,20,20,22,28,29,31,33,35,37,40,42,
10,8,318,0.45961079636920077,200,200,200,200,181,200,200,125,200,200,200,200,200,200,200,200,200,200,200,200,
10,8,466,1.0654281970689339,200,200,200,139,200,94,200,200,200,177,200,200,200,200,200,200,200,200,200,200,
10,8,561,1.2347008663468506,200,200,200,200,200,200,114,200,181,200,167,200,200,200,200,200,200,200,200,200,
10,8,684,1.0169238351154462,200,200,200,200,102,200,200,26,23,22,22,22,22,22,23,23,25,26,27,28,
10,8,281,0.8045799644418149,200,117,200,62,118,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
10,8,347,1.0394554295442464,200,200,200,200,200,200,200,200,173,170,200,200,200,200,200,200,200,200,200,200,
10,8,525,0.38081576760015245,200,200,200,149,200,119,200,157,200,200,200,200,200,200,200,200,200,200,200,200,
13,1,656,7242.481288079551,61,26,45,59,75,92,104,125,137,152,167,184,199,221,230,242,251,260,260,260,
13,1,299,7922.856562464049,155,44,44,62,76,93,113,125,141,161,171,186,203,218,230,249,260,260,260,260,
13,1,982,6737.085775203517,78,30,47,62,77,93,110,124,142,155,170,184,196,225,232,251,260,260,260,260,
13,1,642,8086.761290537323,135,39,43,63,75,89,106,121,137,154,170,185,197,217,230,240,260,260,260,260,
13,1,330,7590.643305177774,135,36,44,59,81,92,107,120,137,153,168,190,200,219,229,241,260,260,260,260,
13,1,5,7386.631123599454,83,27,45,63,75,91,109,125,137,154,173,195,201,223,234,256,258,260,260,260,
13,1,672,7856.356312668604,105,37,45,60,77,93,107,122,139,155,175,184,200,217,234,252,260,260,260,260,
13,1,350,7715.90136692365,96,32,45,61,78,106,112,134,147,163,177,194,208,218,231,247,260,260,260,260,
13,1,28,6582.261297582405,98,29,45,62,75,97,109,124,143,156,177,188,203,221,235,245,260,260,260,260,
13,1,696,7714.966422518107,89,26,43,58,75,94,108,124,151,152,172,188,198,211,231,246,254,260,260,260,
13,2,362,4788.222209253952,188,52,46,61,76,92,107,123,16,16,18,20,21,23,24,25,27,29,31,33,
13,2,632,4097.604249750288,97,28,44,61,76,93,107,126,141,155,173,187,201,217,235,251,260,260,260,260,
13,2,363,3915.5919573313863,89,37,48,66,77,100,115,129,144,156,174,188,205,219,240,248,260,260,260,260,
13,2,107,4520.099787694845,101,31,46,62,78,92,114,123,138,155,170,186,203,216,241,254,260,260,260,260,
13,2,837,4208.701117046841,178,11,10,68,85,96,115,132,145,159,176,190,212,223,37,38,39,43,260,260,
13,2,455,3477.728535410729,147,38,47,62,77,95,109,125,141,156,179,186,216,226,231,250,260,260,260,260,
13,2,208,3825.298247457873,119,29,43,62,78,94,110,126,139,154,173,191,204,222,234,254,260,260,260,260,
13,2,940,3643.8006787583104,100,28,49,60,79,92,110,126,138,153,171,186,204,216,227,254,260,260,260,260,
13,2,672,4286.660105265382,141,38,46,61,78,94,109,126,141,158,177,191,209,223,238,253,260,260,260,260,
13,2,439,4038.226750698891,108,32,43,61,76,100,108,123,137,157,173,189,198,214,237,248,260,260,260,260,
13,4,168,1185.03941764402,260,52,54,70,83,98,111,128,142,161,178,204,211,213,244,260,260,260,260,260,
13,4,95,1329.7261856382124,260,15,10,10,11,13,14,16,19,20,29,26,25,24,25,23,21,23,24,25,
13,4,326,1444.054553777225,260,90,55,69,92,96,113,127,141,26,18,16,15,15,16,17,20,21,260,38,
13,4,784,1263.2248057270676,250,84,52,64,80,96,113,130,154,22,23,24,27,28,30,32,35,37,260,260,
13,4,292,1272.560119481001,260,158,92,64,87,99,112,127,142,166,178,204,214,226,239,257,260,260,260,260,
13,4,258,1118.9579178384035,260,212,122,72,85,109,115,133,146,158,173,187,224,229,236,246,260,260,260,260,
13,4,268,1091.7929571328361,171,48,45,62,79,104,110,127,146,161,180,194,205,225,240,250,260,260,260,260,
13,4,144,1445.2086502974316,260,162,14,14,16,19,22,24,26,28,31,34,36,39,41,249,260,260,260,53,
13,4,708,1084.8449087547103,260,113,45,70,84,96,113,126,145,157,178,200,210,222,237,260,260,260,260,260,
13,4,660,973.840696009132,199,195,96,63,78,94,110,128,143,156,176,191,207,235,243,256,260,260,260,260,
13,6,590,270.3980743776295,260,146,26,16,13,13,14,16,18,20,21,23,24,26,28,30,33,34,36,37,
13,6,932,279.72336409715706,254,84,55,91,80,100,112,131,145,157,173,194,210,224,241,252,260,260,260,260,
13,6,996,296.2061308803469,260,189,102,62,81,99,110,141,171,166,203,187,239,253,260,260,260,260,260,260,
13,6,275,320.9696591238967,260,101,62,68,80,145,109,125,156,181,174,204,207,219,230,243,260,260,260,260,
13,6,406,268.1443275665912,260,185,122,83,105,100,121,154,146,182,179,194,216,240,238,246,260,260,260,260,
13,6,604,302.6132472566292,260,187,124,107,92,138,120,140,160,176,244,216,215,260,260,260,260,260,260,260,
13,6,857,273.8459527547949,260,197,119,76,123,108,119,128,143,168,175,218,208,213,248,260,260,260,260,260,
13,6,32,303.42671527195955,260,112,84,92,107,120,135,163,174,196,204,229,19,17,17,18,18,19,20,22,
13,6,702,288.2385663478861,260,116,67,71,84,109,127,138,143,172,174,194,204,230,260,257,40,39,42,260,
13,6,705,296.43069328693593,260,228,121,75,90,103,119,32,31,165,182,191,208,222,240,259,260,260,260,260,
13,7,869,133.53000191228813,260,233,19,23,91,117,132,138,189,173,181,204,26,24,30,260,260,260,260,32,
13,7,894,118.07857165464063,260,16,9,10,11,13,14,16,18,22,31,34,32,28,30,43,45,33,33,36,
13,7,201,163.72936753636844,260,225,121,81,91,114,129,136,144,161,187,209,211,224,240,39,40,30,28,29,
13,7,240,141.91614353385637,260,142,108,76,102,100,108,139,154,171,172,195,209,219,248,244,255,260,260,260,
13,7,481,126.39599611745959,260,260,161,82,136,109,120,165,174,206,245,190,217,260,239,260,260,260,260,260,
13,7,1,159.3012423911785,260,176,10,8,8,9,10,11,12,14,16,18,22,23,24,25,25,25,26,27,
13,7,345,135.5509427333057,260,260,203,120,89,144,113,138,142,162,175,198,205,256,257,260,260,260,260,260,
13,7,850,120.02560326263904,260,118,60,97,121,145,112,125,177,260,180,207,260,238,233,260,260,260,260,260,
13,7,133,147.64392851141247,260,200,10,72,109,109,15,12,13,13,15,16,17,19,20,21,23,23,23,26,
13,7,587,159.93846577718227,260,76,51,74,93,112,133,138,152,160,187,206,27,20,21,22,24,27,26,260,
13,9,321,14.100838426589055,260,260,153,92,134,237,138,131,260,219,260,260,242,260,237,243,260,260,260,260,
13,9,44,13.302608098387903,260,260,148,170,111,147,111,155,228,164,197,179,200,260,240,260,260,260,260,260,
13,9,717,9.624818934263054,260,260,239,205,142,260,182,260,214,260,260,260,260,226,240,260,260,260,260,260,
13,9,651,13.639263863412388,260,260,205,235,190,223,166,125,140,260,18,17,18,19,20,22,23,24,25,27,
13,9,682,9.161703207435451,260,173,260,260,119,134,153,130,260,153,217,260,260,260,260,260,260,260,260,260,
13,9,390,13.893401135683689,260,260,129,113,260,256,260,157,260,161,260,233,260,260,260,260,260,260,260,260,
13,9,211,17.13756079844511,260,46,34,32,20,31,24,23,27,24,23,24,26,28,31,34,36,37,37,40,
13,9,874,15.266867700979152,260,260,188,251,198,101,214,148,260,226,194,260,203,260,244,260,260,260,260,260,
13,9,694,13.739713348292817,260,260,260,260,260,246,166,232,260,170,260,260,260,260,260,260,260,260,260,260,
13,9,772,24.781182010701485,260,260,222,119,129,164,138,133,151,198,207,221,216,213,253,260,260,260,260,29,
13,11,455,0.6016205704973706,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
13,11,887,0.5113877231755555,260,260,260,260,260,260,195,252,243,260,260,260,260,260,260,260,260,260,260,260,
13,11,205,0.11790869775121915,260,260,260,260,260,260,260,260,260,260,260,240,260,260,260,260,260,260,260,260,
13,11,614,0.08283805763834717,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
13,11,19,0.5392906817897342,260,260,260,228,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
13,11,375,0.30495638015931475,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
13,11,792,0.612508206969375,260,260,260,260,260,260,260,260,260,260,260,260,33,34,32,33,34,35,38,47,
13,11,417,0.6033433206780834,260,260,260,260,260,99,260,260,260,260,260,260,260,260,238,260,260,260,260,260,
13,11,708,0.4288273420012303,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
13,11,79,0.7621086668569548,260,260,260,223,260,251,260,260,260,260,260,260,260,260,260,260,260,260,260,260,
16,1,893,19462.29248920462,320,205,147,115,94,95,109,123,137,155,170,186,197,214,228,243,260,274,286,298,
16,1,867,18550.696079067835,320,7,5,5,5,5,5,5,5,6,7,7,7,7,7,9,9,9,11,12,
16,1,60,19726.997336098902,79,27,42,60,75,91,105,124,139,151,166,183,192,211,218,243,258,272,286,302,
16,1,804,17532.237986228454,61,27,45,59,76,98,110,126,140,156,170,182,199,213,232,246,265,275,292,309,
16,1,562,19183.625402992595,235,64,42,65,76,94,107,122,138,153,172,180,200,212,227,243,255,272,284,302,
16,1,380,19691.739505803944,82,29,44,59,75,90,106,124,138,157,165,186,200,218,230,246,260,270,290,307,
16,1,187,19324.138107819323,54,27,43,60,76,91,108,122,136,150,167,183,194,211,226,245,261,266,285,307,
16,1,920,18774.683183477242,71,27,41,61,73,89,108,121,137,153,162,180,195,204,222,242,252,270,283,297,
16,1,638,19943.672130865223,125,43,52,65,78,94,106,123,139,157,172,183,199,214,232,243,261,278,287,303,
16,1,413,18601.436182339225,121,35,43,60,74,90,104,119,134,150,166,182,198,211,222,235,254,271,292,305,
16,3,180,7066.016809459676,198,60,8,7,7,7,8,9,10,11,12,12,13,13,15,16,16,17,18,19,
16,3,397,6501.808864142514,243,78,46,66,77,93,112,126,144,158,175,191,205,221,236,250,264,277,313,316,
16,3,428,8512.593047287099,320,7,6,7,8,9,10,12,13,14,15,17,18,19,20,22,22,24,26,27,
16,3,690,7560.762635523695,161,44,61,66,11,9,10,11,12,13,14,14,16,17,18,20,21,21,23,24,
16,3,920,6983.655474034085,170,53,49,62,77,95,110,125,142,156,171,194,204,219,237,254,267,282,299,309,
16,3,916,7211.069730044058,256,76,58,69,81,97,113,127,145,159,178,195,211,236,242,249,269,287,298,313,
16,3,973,7783.599151483614,124,34,47,63,78,101,111,130,144,166,175,194,207,229,238,254,268,279,300,320,
16,3,972,6438.872853270939,117,48,45,61,76,92,110,138,144,160,178,190,206,233,240,255,277,284,309,308,
16,3,967,6927.341989972319,135,47,7,7,7,7,8,9,9,9,10,10,11,12,15,15,17,17,18,18,
16,3,129,7669.875374988173,320,304,53,13,13,14,16,18,20,22,24,26,28,29,31,34,36,37,38,41,
16,5,580,2688.8803820076155,320,215,72,24,15,12,13,14,16,17,19,21,22,24,27,32,31,33,37,39,
16,5,3,2401.8008096184276,264,90,48,65,83,94,110,126,142,165,174,194,215,224,241,254,271,278,298,309,
16,5,270,2827.3355645629463,320,116,51,64,13,13,13,15,17,18,19,20,24,44,30,33,36,38,39,41,
16,5,728,2962.2500620442806,320,26,15,12,11,12,13,14,16,18,22,23,25,24,236,249,305,302,290,311,
16,5,576,2284.4119066738003,320,110,56,71,91,110,117,130,150,160,177,193,213,238,235,250,293,283,300,302,
16,5,933,3392.839243523412,320,320,320,320,17,14,15,18,145,164,25,28,28,30,252,36,31,31,35,37,
16,5,290,2818.8416302608193,320,314,170,140,84,106,115,126,142,165,175,193,213,220,235,259,295,282,293,320,
16,5,790,2219.907364377289,205,62,47,64,81,101,110,147,145,157,185,199,203,227,241,251,261,280,307,319,
16,5,21,2033.0832705853356,320,78,59,66,80,101,118,137,143,161,173,191,213,229,256,262,278,294,307,320,
16,5,381,2265.9323462806815,320,132,61,64,86,95,115,131,149,163,188,196,205,240,237,252,282,281,298,301,
16,7,697,940.6173732460654,320,184,259,129,93,125,18,19,19,17,16,17,18,19,20,22,23,24,26,28,
16,7,378,894.4321861716502,320,166,94,94,95,122,123,144,168,159,199,209,212,223,25,24,24,26,27,27,
16,7,466,841.4504207515167,320,31,21,16,16,18,20,22,23,25,189,199,28,28,28,33,266,42,34,41,
16,7,266,930.2393631964086,320,22,11,9,9,9,10,11,13,15,16,17,19,20,21,22,24,24,25,26,
16,7,649,920.8563012935914,320,43,13,10,10,10,11,12,13,15,17,18,19,21,22,24,26,26,28,29,
16,7,135,742.3867390477849,320,172,87,95,87,126,134,27,23,22,22,24,25,27,29,31,33,35,38,39,
16,7,796,862.231694879435,320,123,64,69,81,110,113,128,141,174,201,194,249,253,237,286,278,318,290,320,
16,7,445,758.419517013222,320,182,93,67,91,105,113,131,150,166,183,200,213,226,232,275,253,281,318,304,
16,7,57,759.2506627450028,174,58,55,74,88,107,112,131,165,181,180,197,210,244,238,269,271,320,313,320,
16,7,580,827.2406337983009,320,12,8,8,9,11,12,14,16,18,19,21,22,23,25,27,29,30,308,320,
16,9,161,144.3454211293261,320,178,93,118,99,101,290,139,152,203,171,213,205,280,320,256,276,276,320,312,
16,9,340,233.75071419217343,320,24,18,18,19,20,21,22,25,179,230,200,31,33,31,32,34,48,45,40,
16,9,307,208.4919544035958,320,149,81,68,100,119,140,215,170,171,193,61,43,44,61,58,53,50,50,51,
16,9,485,226.32237738471775,320,320,15,16,26,49,17,16,17,16,17,18,20,20,20,22,24,25,26,27,
16,9,122,245.07840810653198,320,28,19,17,15,14,14,14,15,16,17,18,19,21,22,24,25,26,28,29,
16,9,624,231.33130985238748,320,203,151,132,113,172,133,21,18,18,22,26,25,25,25,25,26,28,29,29,
16,9,519,223.04578287008493,320,131,72,77,87,99,184,142,171,207,189,254,320,320,22,320,316,320,308,320,
16,9,607,219.15149278631094,320,283,183,186,320,158,135,214,174,167,177,200,212,239,246,271,320,320,320,320,
16,9,10,224.22092922284557,320,46,33,41,26,26,43,35,78,31,28,27,30,30,32,33,35,50,32,32,
16,9,653,246.67838107468629,320,35,16,13,13,14,15,17,19,21,21,22,24,27,28,30,31,33,34,37,
16,11,304,35.08942817356313,320,320,225,262,98,146,116,129,177,248,195,228,291,251,243,258,320,284,320,310,
16,11,424,36.384792628983426,320,320,320,320,246,116,149,320,182,320,320,288,290,274,320,241,308,320,320,320,
16,11,83,29.03407247849981,320,320,21,17,18,19,20,21,22,25,27,29,32,35,320,263,320,320,320,320,
16,11,296,35.232025099219,320,211,133,89,167,122,120,159,211,225,177,199,209,228,258,264,320,303,320,320,
16,11,70,32.32916912421985,320,320,316,320,203,113,108,127,145,169,291,182,302,217,267,285,320,263,298,303,
16,11,217,43.30501905206504,320,320,320,149,114,320,114,188,164,284,205,282,261,278,234,266,30,35,320,320,
16,11,194,31.150048242359937,320,320,320,195,238,170,214,320,320,230,201,256,247,301,320,320,320,320,320,320,
16,11,794,33.57331373747619,320,320,320,231,219,133,38,44,41,37,35,34,32,31,33,34,38,43,53,71,
16,11,483,31.328495603792852,320,320,144,124,89,189,177,147,313,182,194,236,286,272,231,308,320,320,320,320,
16,11,636,32.30450105955947,320,320,233,81,14,13,14,15,17,18,20,22,23,25,26,28,30,31,33,34,
16,13,593,2.5591182318830716,600,600,600,600,236,600,382,600,356,600,600,512,600,359,234,600,600,600,600,600,
16,13,987,2.8244986318296528,600,335,406,600,386,147,262,287,180,281,600,471,485,307,600,600,439,575,558,307,
16,13,549,1.8411778091116482,600,600,416,363,600,600,278,600,600,439,417,600,600,257,246,600,473,600,464,600,
16,13,178,2.998538738880241,600,600,600,600,600,600,228,600,600,600,600,600,600,600,343,600,600,600,600,600,
16,13,472,2.155178434705452,600,600,600,219,451,600,170,262,214,600,282,600,270,600,600,600,567,600,600,600,
16,13,945,3.141536641632646,600,86,53,600,324,332,228,320,600,27,24,23,24,24,25,26,28,30,31,32,
16,13,379,3.032010041037407,600,600,484,421,487,365,600,600,525,370,400,600,348,600,600,600,600,297,600,600,
16,13,686,1.515061004826413,600,600,600,600,600,600,553,600,600,306,600,600,600,226,600,600,600,600,600,600,
16,13,530,2.419193150855414,600,600,600,545,600,600,600,527,211,534,397,566,338,600,258,600,600,600,600,600,
16,13,858,2.3059619153849416,600,44,22,15,14,15,17,19,21,22,24,26,29,35,46,44,43,44,46,42,
16,15,962,0.03639115677984371,700,700,498,700,700,700,700,700,700,215,700,700,700,700,700,700,700,700,700,700,
16,15,610,0.000709083797913301,700,700,700,700,700,653,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,24,0.0016965212873587107,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,61,0.06178857599451508,700,700,700,700,700,700,700,700,700,199,700,700,700,700,700,700,599,700,700,390,
16,15,128,0.0010601952677080258,700,700,676,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,576,0.0008343732905079196,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,212,0.00219291263524416,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,148,5.193807710981781e-05,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,492,0.0019769427100767636,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
16,15,598,0.0012683271844366839,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,
20,1,368,48761.23791223449,100,82,45,62,77,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,141,44881.89962645149,100,97,43,59,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,916,46462.740991373044,100,71,51,60,76,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,720,49581.44230936742,100,31,47,59,74,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,459,50052.327781808744,100,81,42,64,76,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,222,47346.42229246843,100,52,47,57,75,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,983,50741.243402735825,100,57,50,66,78,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,764,46519.441697877955,100,27,43,62,74,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,498,47731.29294545579,46,29,44,59,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,1,214,45256.12151103579,100,30,44,57,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,947,24200.095778882343,100,100,77,78,77,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,2,23479.230725860285,100,100,47,61,80,96,100,17,16,16,17,18,19,20,23,25,100,100,30,37,
20,3,586,23622.958361044744,100,68,55,68,84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,543,24352.437246247664,100,87,50,62,80,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,505,25009.357527002998,100,85,48,61,79,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,471,24170.875805947224,100,100,68,65,77,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,519,25602.640501761558,100,15,10,11,12,14,15,17,19,21,23,25,27,30,23,24,24,26,28,30,
20,3,882,24707.322919944618,100,53,55,66,81,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,862,23436.959115491125,100,95,50,63,78,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,3,845,22783.63728224841,100,100,100,72,79,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
20,6,921,6860.961682414935,300,145,66,72,84,99,115,128,142,162,175,210,208,258,260,259,268,299,300,300,
20,6,460,7689.848284757274,300,300,19,14,15,16,20,19,20,25,28,29,32,32,36,38,40,42,47,23,
20,6,417,6349.827755721489,300,185,23,9,8,8,8,9,10,11,12,13,14,14,16,17,18,19,20,21,
20,6,81,7285.062187508962,300,104,52,69,84,95,114,138,145,167,179,197,210,232,250,300,282,300,300,300,
20,6,305,7072.963448775196,265,92,9,10,11,12,13,15,16,18,19,21,23,25,27,28,30,31,33,34,
20,6,844,6907.199256202029,300,170,93,75,85,104,120,29,33,165,181,195,206,251,245,263,300,284,300,39,
20,6,883,6307.25842109571,300,102,79,81,97,110,126,138,153,173,188,198,209,241,40,256,269,300,294,48,
20,6,914,6871.439261381249,274,113,69,74,89,104,114,152,150,164,176,203,223,229,234,40,42,45,47,50,
20,6,481,7035.875755174115,300,107,58,66,85,112,128,136,150,163,178,189,203,238,254,265,273,288,300,300,
20,6,632,7153.103731433732,300,125,64,67,80,100,113,129,163,166,178,190,210,226,235,273,300,300,300,300,
20,8,776,2870.392586149309,321,148,88,43,112,29,22,21,23,26,184,198,26,226,240,253,267,307,345,346,
20,8,7,3119.171260889652,400,203,112,73,89,17,19,128,147,39,49,31,34,27,27,29,31,30,35,33,
20,8,193,2475.9765617022786,400,352,190,122,84,100,115,145,155,166,179,195,206,240,235,274,274,303,301,363,
20,8,331,3197.6284895187136,400,400,339,228,161,103,116,133,144,162,19,19,19,20,22,22,23,24,25,26,
20,8,84,3054.649044335506,400,280,20,16,16,24,15,15,16,17,18,17,18,19,20,22,23,24,25,26,
20,8,24,2941.141819307376,400,43,96,88,99,110,124,139,145,178,178,194,209,228,295,283,29,28,30,37,
20,8,105,2515.8700496634033,296,120,74,82,99,109,115,134,144,163,175,192,221,224,235,249,263,336,390,400,
20,8,864,2900.023321522562,400,399,264,197,140,114,129,141,177,177,198,218,207,222,245,268,287,284,314,322,
20,8,161,2719.4426584542953,372,143,71,20,22,24,26,30,37,44,194,28,29,33,235,312,362,321,305,324,
20,8,182,2463.045443732555,400,400,152,79,97,99,117,131,156,163,189,190,220,222,249,249,268,305,345,354,
20,11,406,588.2805106168387,600,537,26,19,107,113,116,138,154,160,192,188,224,245,290,245,321,383,330,299,
20,11,820,652.0230227781983,600,35,13,12,12,13,15,16,18,19,20,21,22,23,23,25,26,27,29,30,
20,11,531,540.6834470729839,600,282,178,150,122,103,22,18,19,20,21,23,25,27,31,35,36,39,149,37,
20,11,775,519.1934740201585,585,205,253,82,85,112,149,151,149,166,181,191,230,269,243,276,320,294,293,467,
20,11,880,567.0448323279732,600,403,242,177,116,170,26,35,50,98,55,35,28,26,29,33,30,31,34,35,
20,11,556,544.5011766936951,600,573,335,215,213,169,124,150,172,207,199,240,238,220,248,274,285,298,465,383,
20,11,972,605.1845984151105,600,333,78,15,11,12,14,15,16,18,19,21,22,24,26,27,29,30,32,34,
20,11,783,503.90799172527284,600,600,155,95,114,111,117,135,205,168,282,265,286,305,377,301,580,388,354,410,
20,11,729,554.5820669501411,600,371,190,151,124,119,130,168,170,207,210,192,277,224,248,293,288,273,407,307,
20,11,112,580.4118894266161,600,541,33,21,17,17,19,142,155,176,185,217,217,225,296,251,287,42,40,42,
20,13,78,174.65004347389635,700,101,45,32,31,39,70,65,56,50,54,79,210,62,52,57,52,50,311,617,
20,13,918,177.98039954132065,700,29,18,15,15,16,17,17,18,19,20,21,22,23,25,26,28,29,31,33,
20,13,591,161.63369218297208,700,26,45,14,12,12,13,15,17,18,20,20,21,22,23,24,26,26,28,30,
20,13,557,154.375099223537,700,479,300,199,376,152,69,158,170,262,181,239,213,476,246,269,271,291,479,419,
20,13,496,163.57174098368222,622,195,264,165,36,25,20,18,19,22,27,23,25,26,28,30,29,33,33,37,
20,13,900,158.30346765706656,700,483,280,93,91,108,336,289,159,323,243,237,226,247,424,318,58,345,353,43,
20,13,218,137.57443589641463,700,605,380,259,248,23,21,24,24,23,23,23,25,28,30,31,32,32,33,40,
20,13,616,108.99859514557778,700,663,269,250,291,212,308,208,163,255,291,201,220,500,515,292,384,491,559,605,
20,13,366,134.8222552260994,700,345,188,169,98,171,258,176,177,184,199,65,65,62,61,61,58,78,75,83,
20,13,885,152.16779783107927,700,72,184,16,14,14,15,16,17,18,20,21,22,23,24,26,27,29,30,31,
20,16,603,7.856570656849239,900,900,900,744,900,213,900,343,650,900,364,900,274,699,900,280,900,134,784,295,
20,16,374,7.200842813999811,900,650,900,683,679,326,395,463,900,896,281,559,604,233,417,900,466,900,384,900,
20,16,995,9.669140999028459,900,681,631,517,900,244,40,25,23,23,24,26,28,557,725,283,298,846,347,360,
20,16,295,8.887613050478047,900,900,793,900,900,329,375,900,263,159,900,900,426,824,294,545,437,900,609,337,
20,16,72,10.188323927055363,900,900,69,58,137,699,18,17,17,18,20,22,811,50,75,900,833,421,470,900,
20,16,996,10.956271275723523,900,900,474,615,153,340,179,710,709,900,256,885,305,299,550,408,639,433,745,900,
20,16,970,6.6593899035343345,900,900,900,749,564,900,875,730,278,249,243,220,561,900,900,699,638,829,900,486,
20,16,159,7.252590846692057,900,900,476,297,333,900,900,666,201,900,725,704,406,900,636,387,427,452,521,900,
20,16,104,11.373379600945562,900,900,646,407,86,49,37,34,32,32,32,33,34,35,38,39,33,34,36,36,
20,16,927,12.477421400967525,900,900,900,900,376,29,29,26,27,30,32,35,37,40,43,46,49,52,55,57,
20,19,300,0.003834474933950383,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,350,0.00011305206270246602,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,262,5.9434217765965065e-05,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,291,0.015407899912350123,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,480,0.0018513874578462652,1100,656,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,241,0.0007098189506776458,1100,980,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,780,6.0971084541049635e-06,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
20,19,607,0.04421699306893892,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,795,1100,1100,
20,19,142,0.0018550240508078148,1100,1100,1100,882,719,618,550,503,470,448,434,428,431,445,474,517,488,396,327,278,
20,19,2,0.0006583051774122945,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,
24,1,301,113958.60254961152,100,53,45,59,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,532,111250.76623817545,100,89,46,61,16,11,12,13,18,22,23,19,20,22,24,25,26,28,30,31,
24,1,134,103405.03251464787,100,32,47,61,76,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,366,106455.87395295073,100,46,42,60,76,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,607,104263.42971665868,100,35,43,59,78,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,817,104587.81884259274,100,34,42,58,74,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,38,110361.39556431967,100,67,48,60,74,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
24,1,338,104084.14662181941,100,52,45,62,80,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
