b,chi,seed,NOR,WCOR,WROR,IWROR,WLBOR,WNAG,SNAG,SSpiral(8),SSpiral(11),SSpiral(14),SSpiral(17),SSpiral(20),minError
12,6,30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
12,6,22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minError
b,chi,seed,NOR,WCOR,WROR,IWROR,WLBOR,WNAG,SNAG,SSpiral(8),SSpiral(11),SSpiral(14),SSpiral(17),SSpiral(20),minError
12,6,246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,minErrorb,chi,seed,NOR,WCOR,WROR,IWROR,WLBOR,WNAG,SNAG,SSpiral(8),SSpiral(11),SSpiral(14),SSpiral(17),SSpiral(20),minError
12,6,34,b,chi,seed,NOR,WCOR,WROR,IWROR,WLBOR,WNAG,SNAG,SSpiral(8),SSpiral(11),SSpiral(14),SSpiral(17),SSpiral(20),minError
b,chi,seed,NOR,WCOR,WROR,IWROR,WLBOR,WNAG,SNAG,SSpiral(8),SSpiral(11),SSpiral(14),SSpiral(17),SSpiral(20),minError
12,6,720,161.80889212412524,161.80889212412535,161.80889212412546,161.80889212412515,161.80889212412535,134.45200004524742,158.01264171326943,161.8088921241253,161.8088921241253,161.80889212412532,161.8088921241253,133.04115574859395,minError
12,6,31,134.352181559941,117.56829930090461,117.56829930090453,117.56829930090453,134.3521815599402,118.59800527028307,117.5682993009045,117.56829930090436,117.56829930090456,117.5682993009047,136.9770253424066,136.97702534240673,minError
12,6,898,151.85566796552615,152.94915902455267,152.94915902455284,152.9491590245526,151.85566796552618,153.66653383299155,153.8697703959292,152.94915902455284,152.94915902455278,153.86977039592907,153.86977039592924,159.92760818508123,minError
12,6,431,110.93586424876811,110.93586424876804,110.93586424876821,110.93586424876818,110.93586424876807,112.75673237537424,110.93586424876807,110.93586424876806,110.9358642487682,110.93586424876835,110.93586424876807,114.03999649304887,minError
12,6,48,108.0313686701351,108.03136867013521,108.03136867013525,108.03136867013525,108.03136867013535,108.72990916384035,108.03136867013512,108.03136867013514,110.53736492904275,108.0313686701353,108.03136867013535,108.03136867013518,minError
12,6,691,152.09505886644683,152.0950588664469,152.09505886644695,152.09505886644686,152.09505886644712,145.88676161550055,152.09505886644686,152.09505886644686,152.09505886644683,152.0950588664469,152.09505886644703,144.62364746543753,minError
12,6,116,149.9111102131111,149.9110170156138,149.91101701561357,149.91101701561382,149.9110170156141,150.33138326513475,149.80931964709774,149.91101701570474,149.91101701989427,149.8100709764107,177.44841492422393,149.91101701576386,minError
12,6,536,147.79939525542704,147.799395255427,147.79939525542716,147.799395255427,147.79939525542704,130.40114227746784,155.78634309811633,129.07710277757192,129.0771027775719,129.07710277757184,130.4300033466073,117.60349907768779,minError
12,6,979,142.79525007249765,144.10334229164715,144.10334229164732,144.10334229164738,142.79525007249765,173.64732359544655,144.10334229164732,148.34412506922615,164.54455794747656,164.54461360034708,170.58469481264717,170.58469481264706,minError
12,6,389,177.42364861900188,177.42364861900177,177.42364861900182,177.423648619002,177.423648619002,209.48489534098832,209.78998556130804,185.78715871113633,177.4236486190018,177.42364880095647,185.78715871113633,206.09992092632078,minError
