b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.100),MSGDoid(0.300),MSGDoid(0.500),MSGDoid(0.700),MSGDoid(0.900),
12,6,780,600,600,600,600,600,nan,nan,nan,600,600,
12,6,738,600,600,600,600,600,nan,nan,600,600,600,
12,6,45,600,600,600,600,600,nan,nan,600,600,600,
12,6,318,600,600,600,600,600,nan,nan,nan,600,600,
12,6,170,600,600,600,600,600,nan,nan,nan,nan,600,
12,6,12,600,600,600,600,600,nan,nan,nan,600,600,
12,6,949,600,600,600,600,600,nan,nan,nan,600,600,
12,6,910,600,600,600,600,600,nan,nan,nan,nan,600,
12,6,677,600,600,600,600,600,nan,nan,600,600,600,
12,6,955,600,600,600,600,600,nan,nan,nan,600,600,
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.100),MSGDoid(0.300),MSGDoid(0.500),MSGDoid(0.700),MSGDoid(0.900),
12,6,797,600,600,600,600,600,nan,nan,nan,nan,600,
12,6,659,600,600,600,600,600,nan,nan,nan,600,600,
12,6,685,600,600,600,600,600,nan,nan,nan,600,600,
12,6,549,600,600,600,600,600,nan,nan,nan,600,600,
12,6,559,600,600,600,600,600,nan,nan,nan,nan,600,
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.100),MSGDoid(0.300),MSGDoid(0.500),MSGDoid(0.700),MSGDoid(0.900),
12,6,115,600,600,600,600,600,nan,nan,600,nan,600,
12,6,124,600,600,600,600,600,nan,nan,nan,600,600,
12,6,77,600,600,600,600,600,nan,nan,nan,600,600,
12,6,82,600,600,600,600,600,nan,nan,nan,nan,600,
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.100),MSGDoid(0.300),MSGDoid(0.500),MSGDoid(0.700),MSGDoid(0.900),
12,6,459,600,600,600,600,600,nan,nan,nan,600,600,
12,6,729,600,600,600,600,600,nan,nan,nan,600,600,
12,6,674,600,600,600,600,600,nan,nan,nan,600,600,
12,6,485,600,600,600,600,600,nan,600,600,nan,600,
12,6,377,600,600,600,600,600,nan,nan,nan,600,600,
12,6,431,600,600,600,600,600,nan,nan,nan,600,600,
12,6,355,600,600,600,600,600,nan,nan,nan,600,600,
12,6,560,600,600,600,600,600,nan,nan,nan,600,600,
12,6,579,600,600,600,600,600,nan,nan,nan,nan,600,
12,6,234,600,600,600,600,600,nan,nan,nan,600,600,
