b,chi,seed,NOR,COR(1.05),COR(1.10),COR(1.15),COR(1.20),COR(1.25),COR(1.30),COR(1.35),COR(1.40),COR(1.45),COR(1.50),COR(1.55),COR(1.60),COR(1.65),COR(1.70),COR(1.75),COR(1.80),COR(1.85),COR(1.90),COR(1.95)
18,2,23,92,84,76,69,63,57,52,47,42,37,33,27,24,27,32,38,48,63,94,183,
18,2,24,82,73,64,57,51,45,39,34,29,26,26,27,29,32,36,42,52,71,96,184,
18,2,25,125,113,103,93,84,76,68,61,54,47,39,37,36,36,36,40,48,63,95,185,
18,2,26,85,77,71,65,59,53,48,43,39,34,29,23,25,28,33,39,65,68,95,181,
18,2,27,47,42,39,35,31,28,25,22,18,16,18,20,23,26,31,37,47,63,93,180,
18,2,28,400,400,400,400,377,321,269,220,169,96,107,115,108,95,80,63,49,63,94,184,
18,2,29,67,56,47,45,48,47,46,43,40,37,33,28,23,26,30,37,46,62,93,183,
18,3,0,150,136,124,112,101,92,83,74,66,59,53,46,40,37,48,50,53,67,99,187,
18,3,1,150,136,123,111,100,90,81,72,63,55,48,40,30,29,33,39,48,65,97,188,
18,3,2,330,300,273,248,225,205,186,168,152,137,124,112,100,87,67,53,51,66,96,187,
18,3,3,231,210,190,173,156,141,127,114,101,90,79,68,57,46,43,48,49,64,95,185,
18,3,4,168,152,138,125,113,102,92,82,73,64,55,47,38,28,33,39,49,64,95,183,
18,3,5,82,75,68,62,57,51,46,41,36,31,26,21,24,27,32,38,49,64,96,188,
18,3,6,125,114,103,93,85,76,69,61,54,48,41,34,30,32,35,40,50,64,96,188,
18,3,7,161,145,130,117,104,92,81,71,61,51,40,29,30,27,32,38,48,64,95,186,
18,3,8,80,72,65,59,53,48,43,38,33,28,21,23,25,29,34,40,50,65,98,187,
18,3,9,120,109,99,91,82,75,67,60,54,47,41,33,30,32,35,41,60,68,96,187,
18,3,10,121,110,100,91,82,74,66,59,52,45,38,30,28,29,32,38,48,63,94,186,
18,3,11,167,152,138,125,113,102,91,81,72,63,54,45,34,33,37,41,49,64,96,185,
18,3,12,184,167,153,141,130,120,111,104,99,89,72,60,50,40,38,49,54,68,97,187,
18,3,13,400,400,400,400,400,368,335,304,274,246,219,193,167,142,117,88,49,76,100,189,
18,3,14,118,107,97,88,80,72,65,58,51,45,38,31,27,29,32,38,48,64,95,187,
18,3,15,86,79,72,65,59,54,48,43,38,33,27,21,24,27,32,39,48,64,95,186,
18,3,16,286,260,236,214,194,175,158,141,126,111,97,84,70,56,45,44,48,65,96,187,
18,3,17,332,302,274,249,226,204,184,165,147,131,115,100,85,70,55,48,51,65,96,186,
18,3,18,221,240,158,167,176,183,221,108,98,86,75,65,54,42,41,44,51,66,97,189,
18,3,19,90,83,77,70,65,59,54,50,45,40,36,30,28,31,35,41,50,70,97,185,
18,3,20,129,118,107,97,88,80,72,65,58,52,45,38,34,35,37,42,54,65,96,188,
18,3,21,400,400,400,356,313,278,248,220,196,173,153,134,114,149,101,85,70,68,96,190,
18,3,22,81,73,66,59,54,49,44,39,35,30,28,30,32,36,39,45,51,69,100,190,
18,3,23,60,55,50,45,41,37,33,29,26,21,20,22,25,28,32,39,50,65,101,187,
18,3,24,317,286,259,234,212,192,173,156,139,124,107,37,41,54,35,43,57,67,98,184,
18,3,25,100,91,83,75,68,62,56,51,46,41,36,31,26,28,32,39,48,67,96,189,
18,3,26,298,270,244,221,199,179,160,143,126,110,95,81,73,67,63,61,64,74,104,187,
18,3,27,92,83,76,69,62,56,50,44,39,33,24,26,26,30,36,40,49,64,97,186,
18,3,28,103,93,83,75,67,59,53,46,41,35,29,22,23,27,32,39,48,65,96,189,
18,3,29,58,53,48,44,40,36,33,29,26,22,19,21,23,27,32,38,48,64,95,192,
18,4,0,307,278,252,228,206,185,166,148,132,116,101,87,78,75,74,86,69,68,99,195,
18,4,1,99,93,87,82,78,74,71,69,66,62,56,55,55,55,55,54,58,72,99,192,
18,4,2,126,151,120,103,91,80,71,62,55,48,41,35,26,28,33,39,55,66,97,190,
18,4,3,97,89,81,74,68,62,56,51,45,40,35,29,29,31,34,40,50,67,97,191,
18,4,4,226,207,189,173,158,143,130,118,106,95,85,75,64,53,38,42,53,69,99,188,
18,4,5,283,258,234,212,192,174,156,139,124,109,94,79,64,48,40,42,52,69,99,193,
18,4,6,210,163,130,115,101,88,73,58,61,57,51,45,36,36,38,44,51,66,98,190,
18,4,7,198,180,163,148,135,122,110,99,89,79,71,62,54,47,38,46,51,66,96,190,
18,4,8,213,179,155,135,119,105,93,82,72,63,55,48,41,33,35,40,69,70,99,190,
18,4,9,340,308,278,251,226,204,183,164,146,129,114,101,41,36,39,42,51,66,97,191,
18,4,10,170,154,139,126,114,103,92,82,73,65,56,47,43,43,46,49,57,71,107,196,
18,4,11,99,90,82,74,67,60,54,48,43,37,31,25,27,29,33,39,49,65,98,193,
18,4,12,290,265,241,219,199,180,163,146,131,116,102,89,76,63,52,42,49,65,97,189,
18,4,13,377,338,298,264,280,148,132,119,108,97,87,77,68,59,49,49,57,71,100,197,
18,4,14,400,383,349,317,287,259,234,210,187,165,144,124,103,81,53,45,49,65,97,190,
18,4,15,184,170,157,144,132,121,110,100,90,80,70,61,52,42,34,40,49,65,97,193,
18,4,16,175,159,145,131,119,107,96,85,75,66,56,46,35,29,34,40,50,66,99,192,
18,4,17,363,326,294,264,237,212,189,167,146,127,108,90,69,43,37,43,50,66,99,193,
18,4,18,168,152,138,125,113,102,91,81,72,63,55,48,42,34,36,41,51,68,100,193,
18,4,19,128,116,105,95,86,78,70,62,55,48,42,34,26,30,35,41,51,67,99,190,
18,4,20,367,334,304,276,250,226,203,182,162,143,125,107,90,73,57,44,50,67,99,189,
18,4,21,263,236,212,191,172,155,139,124,110,96,83,71,58,51,53,62,83,72,97,192,
18,4,22,138,131,90,79,72,64,57,51,44,38,30,25,26,29,34,40,52,68,100,192,
18,4,23,283,257,234,212,192,173,156,140,125,110,97,84,71,57,48,45,54,65,97,193,
18,4,24,187,170,155,141,129,117,106,95,86,76,67,58,49,39,34,39,49,65,99,191,
18,4,25,290,264,241,220,200,182,165,149,133,118,103,89,76,63,49,44,51,67,99,196,
18,4,26,400,343,296,257,223,193,166,142,120,99,81,67,63,62,60,60,63,74,100,190,
18,4,27,123,112,101,92,83,74,66,58,51,44,37,30,24,28,32,39,49,67,98,190,
18,4,28,96,87,79,72,65,59,53,48,43,38,33,27,27,30,35,41,57,65,97,193,
18,4,29,302,275,249,226,205,185,166,149,132,117,101,86,70,47,44,39,49,66,97,190,
18,5,0,149,132,117,104,93,83,74,66,59,53,47,42,40,71,56,47,54,68,99,197,
18,5,1,329,300,273,248,226,204,185,166,149,133,117,102,88,74,60,43,53,68,100,195,
18,5,2,152,138,125,113,102,92,83,74,66,58,50,42,33,31,34,41,50,75,103,195,
18,5,3,208,191,175,160,145,132,119,107,96,84,276,51,144,131,117,106,76,74,101,194,
18,5,4,400,400,139,117,101,89,78,68,59,50,41,32,29,31,36,41,50,67,99,193,
18,5,5,173,153,135,126,123,119,113,107,101,96,91,87,80,69,59,49,54,68,100,195,
18,5,6,400,400,400,374,339,305,271,237,204,178,216,250,115,102,86,77,74,75,110,199,
18,5,7,159,147,136,126,118,113,118,139,117,101,87,74,61,49,37,41,51,67,99,196,
18,5,8,400,400,400,400,400,400,400,400,400,400,400,400,369,313,259,47,54,68,101,194,
18,5,9,256,234,214,195,176,159,142,125,110,95,81,68,58,52,46,43,51,69,100,196,
18,5,10,97,89,81,74,68,62,57,52,47,42,37,32,28,32,35,42,86,68,100,193,
18,5,11,400,393,384,400,213,163,137,117,99,84,71,60,51,44,42,47,56,71,101,192,
18,5,12,210,189,171,156,143,132,122,113,104,94,81,67,53,38,37,52,51,67,99,194,
18,5,13,400,400,400,399,362,328,296,267,239,213,188,165,142,119,97,69,66,72,99,192,
18,5,14,119,114,108,103,96,90,83,77,72,68,68,69,74,74,70,64,58,69,99,195,
18,5,15,207,199,192,184,177,170,163,157,153,160,205,71,56,50,52,59,67,81,104,193,
18,5,16,134,122,110,99,90,80,71,63,55,47,36,33,31,31,35,42,59,70,101,198,
18,5,17,290,265,241,219,199,181,164,148,133,120,107,95,85,41,38,43,51,73,111,193,
18,5,18,153,152,153,400,400,399,354,314,278,243,211,181,153,126,101,75,80,76,99,195,
18,5,19,122,111,101,91,82,74,66,59,52,45,38,29,26,29,33,41,51,72,102,196,
18,5,20,384,375,363,344,318,285,249,212,178,147,119,95,75,60,45,40,57,77,100,197,
18,5,21,195,177,161,146,132,119,107,96,85,75,66,56,48,39,37,43,53,68,99,195,
18,5,22,191,199,210,213,212,208,201,192,183,171,158,141,120,100,90,76,54,67,101,193,
18,5,23,400,400,400,400,376,311,275,243,221,198,172,157,212,314,104,80,74,70,100,193,
18,5,24,310,282,257,234,212,192,174,157,140,125,110,96,82,69,55,55,57,70,100,196,
18,5,25,400,343,280,226,171,149,146,134,122,108,95,81,68,55,46,48,68,82,101,193,
18,5,26,148,134,122,110,100,90,81,72,64,56,49,41,33,33,36,42,51,67,99,193,
18,5,27,400,400,400,400,400,400,400,400,373,312,248,184,137,106,81,49,52,70,105,192,
18,5,28,197,168,140,113,82,92,89,83,76,67,58,48,38,32,36,42,52,68,100,195,
18,5,29,213,193,176,159,144,130,117,105,94,83,72,62,52,38,38,45,53,69,99,195,
18,6,0,244,235,236,400,375,333,295,263,235,211,190,170,146,117,92,81,84,70,118,199,
18,6,1,400,400,400,400,370,335,303,273,245,218,193,169,146,124,103,81,57,74,103,196,
18,6,2,312,282,256,231,208,186,166,147,129,111,95,79,65,50,41,43,51,67,100,198,
18,6,3,400,400,400,400,400,400,400,400,400,379,123,102,257,216,180,48,55,71,102,201,
18,6,4,278,251,228,206,186,167,150,134,119,105,89,92,80,65,58,53,60,72,111,196,
18,6,5,400,400,389,353,321,290,262,236,211,188,165,144,124,104,83,70,66,72,101,195,
18,6,6,400,390,348,313,283,257,232,209,188,168,148,130,111,93,75,70,83,71,103,197,
18,6,7,231,210,191,174,158,144,130,117,106,94,103,177,89,95,60,56,60,78,111,200,
18,6,8,156,140,129,119,109,100,90,81,73,65,57,49,41,42,44,50,57,72,107,201,
18,6,9,182,165,150,136,123,111,99,88,76,58,55,51,35,34,37,43,52,94,101,200,
18,6,10,332,320,307,290,271,251,235,236,182,154,131,108,74,58,55,56,56,69,101,195,
18,6,11,400,355,307,264,226,193,164,140,120,102,86,72,58,50,48,49,57,72,105,201,
18,6,12,180,163,147,133,119,107,96,85,75,66,57,48,39,32,36,43,52,69,101,197,
18,6,13,400,400,400,400,400,400,400,394,352,313,277,243,211,182,154,114,69,68,100,219,
18,6,14,296,268,243,220,199,180,162,145,130,115,101,88,75,63,52,49,71,79,102,198,
18,6,15,400,400,400,400,366,331,298,268,239,213,188,166,144,124,104,83,56,150,106,195,
18,6,16,150,137,125,114,104,94,85,77,69,62,54,46,38,33,35,40,51,67,101,200,
18,6,17,230,208,189,171,155,140,126,113,100,88,76,64,52,50,51,47,56,71,102,199,
18,6,18,283,257,234,212,192,174,156,140,125,110,97,83,69,55,54,56,61,76,101,197,
18,6,19,227,206,187,169,153,138,124,111,99,87,76,65,54,41,37,44,54,69,106,199,
18,6,20,190,173,157,142,129,116,104,92,81,71,61,51,41,32,35,41,52,68,102,197,
18,6,21,400,400,400,400,378,338,304,274,248,225,205,185,165,145,126,100,64,69,100,197,
18,6,22,259,235,213,193,174,157,141,126,112,98,85,73,59,50,47,47,53,68,101,196,
18,6,23,400,400,400,385,333,288,251,220,194,171,150,131,113,94,73,56,54,85,115,196,
18,6,24,228,207,187,169,152,137,123,110,98,86,75,64,53,41,38,41,51,68,102,194,
18,6,25,205,185,167,150,135,121,107,94,81,67,50,45,46,41,34,40,51,68,102,198,
18,6,26,186,169,154,140,127,115,103,93,83,74,65,56,46,38,40,44,54,69,103,197,
18,6,27,234,211,191,172,156,140,126,114,102,94,104,39,33,33,36,42,51,67,101,197,
18,6,28,278,252,229,207,188,170,154,139,125,112,101,90,80,69,59,71,107,83,105,196,
18,6,29,116,117,286,208,157,128,123,116,107,97,86,74,64,56,48,42,51,67,100,198,
18,7,0,400,400,400,400,400,400,400,400,400,394,349,306,265,226,188,151,111,70,106,200,
18,7,1,400,400,400,400,400,400,400,400,400,400,400,400,87,71,64,63,67,76,104,201,
18,7,2,333,300,271,245,221,199,179,160,142,125,110,95,80,66,52,46,62,71,103,201,
18,7,3,207,187,170,153,138,125,112,100,89,79,69,59,48,43,44,49,56,72,119,201,
18,7,4,400,392,359,329,301,276,252,230,209,189,170,152,137,88,56,71,56,71,114,204,
18,7,5,400,400,400,400,396,214,183,162,143,126,111,96,82,68,52,49,63,76,111,202,
18,7,6,400,387,358,334,315,301,290,182,153,134,117,101,86,72,58,48,56,71,106,199,
18,7,7,400,400,400,400,400,400,397,356,317,285,400,153,74,60,46,44,82,75,103,198,
18,7,8,400,275,230,200,176,156,138,123,108,95,83,71,60,47,41,43,53,69,101,198,
18,7,9,400,400,400,400,400,400,400,400,373,333,297,262,229,196,162,129,100,69,103,199,
18,7,10,365,332,301,274,248,225,203,182,163,145,129,113,98,57,38,45,60,78,106,231,
18,7,11,345,313,283,256,231,208,186,167,148,131,115,100,86,71,56,44,52,69,101,199,
18,7,12,223,202,183,166,150,136,122,109,97,86,75,65,55,45,39,46,57,71,103,199,
18,7,13,158,144,131,119,108,98,88,78,69,60,50,31,39,35,38,44,53,69,103,199,
18,7,14,143,130,117,106,95,86,77,68,60,52,44,35,28,32,37,46,60,73,105,220,
18,7,15,400,400,400,375,339,305,274,245,218,193,169,147,127,106,85,74,68,73,101,199,
18,7,16,400,400,400,400,400,400,400,400,374,330,317,91,218,172,141,126,71,80,119,200,
18,7,17,388,346,311,284,340,374,327,290,262,241,234,138,115,96,77,65,60,78,115,200,
18,7,18,163,133,123,115,107,99,91,83,74,66,58,49,39,37,40,45,56,73,104,201,
18,7,19,355,326,299,275,253,233,216,203,204,277,229,194,166,143,124,105,84,78,102,200,
18,7,20,309,284,261,239,217,196,175,244,221,197,174,151,87,82,80,69,67,78,109,202,
18,7,21,400,400,400,400,400,400,362,326,291,259,229,200,173,147,123,99,62,73,103,201,
18,7,22,400,400,400,400,400,400,400,400,361,320,282,245,210,178,146,115,91,86,106,199,
18,7,23,226,205,187,170,154,139,125,112,100,88,77,67,57,47,37,44,54,71,101,199,
18,7,24,400,377,341,307,277,248,222,197,174,153,133,115,98,81,65,45,52,69,103,201,
18,7,25,283,258,235,214,194,176,160,144,130,117,104,92,80,68,51,72,62,75,111,203,
18,7,26,159,145,132,120,109,99,89,79,67,53,63,129,102,78,73,75,54,69,103,200,
18,7,27,224,204,186,169,153,139,125,113,101,90,79,69,59,48,41,48,59,83,106,200,
18,7,28,400,400,400,387,344,307,277,349,290,178,170,150,129,107,82,55,60,73,103,199,
18,7,29,400,400,400,400,400,396,360,328,298,270,243,215,188,158,125,88,64,73,104,200,
18,8,0,162,152,143,135,127,119,111,102,94,88,196,170,116,121,94,66,68,75,104,204,
18,8,1,244,208,184,164,147,131,117,104,92,81,70,59,48,40,42,49,56,71,104,206,
18,8,2,400,400,339,358,320,329,153,127,110,95,83,72,61,50,42,48,56,72,106,203,
18,8,3,364,331,302,274,249,226,204,184,165,147,130,113,97,82,65,45,54,71,103,201,
18,8,4,377,342,310,281,255,230,207,186,166,147,130,113,97,82,66,48,55,72,106,204,
18,8,5,330,301,274,249,226,204,183,161,140,135,142,146,145,137,119,113,59,70,112,205,
18,8,6,315,302,284,265,249,236,225,211,195,183,99,82,68,55,49,51,58,72,104,203,
18,8,7,400,400,371,336,304,275,248,223,201,179,159,140,121,103,84,63,57,77,112,209,
18,8,8,310,275,241,208,174,135,101,113,111,101,86,53,75,74,68,59,62,76,108,201,
18,8,9,306,278,253,230,208,189,171,155,140,126,113,101,87,74,64,50,57,72,105,204,
18,8,10,400,400,400,400,376,333,296,264,237,173,180,169,158,161,108,93,83,84,107,202,
18,8,11,400,369,336,306,278,252,228,206,185,165,146,129,112,95,47,47,55,77,105,204,
18,8,12,315,287,262,239,219,202,193,257,221,192,168,147,130,119,95,70,66,79,110,202,
18,8,13,198,181,165,151,137,125,114,103,93,83,75,67,58,49,48,56,69,97,105,204,
18,8,14,300,270,243,218,196,176,158,141,125,110,97,84,72,59,46,43,54,72,175,202,
18,8,15,218,194,174,155,139,125,117,114,114,108,98,84,70,63,66,103,58,74,106,201,
18,8,16,400,400,400,368,334,303,273,246,220,194,169,145,123,102,85,68,55,71,103,203,
18,8,17,313,283,256,232,209,188,172,164,161,149,134,102,150,113,100,76,76,77,105,203,
18,8,18,400,400,400,400,400,400,400,400,400,400,375,326,279,234,188,158,141,132,122,202,
18,8,19,358,326,297,270,245,222,200,180,161,144,127,111,95,79,64,47,53,70,105,206,
18,8,20,400,400,400,400,400,400,400,400,373,334,297,262,229,199,140,58,57,92,112,203,
18,8,21,400,400,400,400,363,400,400,400,400,366,322,278,238,204,165,120,94,92,113,206,
18,8,22,400,400,400,400,400,400,400,400,400,400,372,326,282,241,202,165,75,79,106,200,
18,8,23,400,400,400,392,354,320,287,257,227,196,160,134,113,94,77,70,68,74,105,202,
18,8,24,162,116,120,116,108,99,89,79,70,61,53,45,36,35,40,46,57,73,104,200,
18,8,25,400,400,400,400,400,400,400,400,400,400,400,400,396,337,281,226,161,147,104,204,
18,8,26,283,255,229,205,183,161,141,122,105,90,78,67,56,45,40,42,53,70,105,202,
18,8,27,249,232,218,206,200,217,400,400,373,330,292,256,223,194,184,158,67,80,113,206,
18,8,28,253,243,230,216,202,188,172,156,140,125,111,98,86,73,57,46,55,71,105,204,
18,8,29,387,351,318,287,260,234,210,188,168,149,132,116,102,92,165,153,73,145,106,207,
18,9,0,400,400,400,400,400,400,351,309,276,247,217,192,181,290,204,103,97,74,107,205,
18,9,1,400,400,400,212,348,372,343,313,283,255,226,198,169,141,183,84,67,90,109,208,
18,9,2,400,364,331,300,271,245,220,197,176,156,138,121,106,94,80,54,65,76,108,202,
18,9,3,400,400,400,400,400,394,357,321,288,258,230,205,189,265,215,163,94,79,105,201,
18,9,4,400,400,400,369,335,303,274,246,220,196,173,152,132,112,93,72,61,75,107,205,
18,9,5,400,400,400,370,338,309,282,256,233,211,192,177,177,237,184,87,65,75,113,202,
18,9,6,400,400,400,400,400,371,336,303,272,243,217,159,144,125,104,81,66,78,110,206,
18,9,7,400,400,400,400,400,400,387,351,318,290,274,208,175,146,120,91,81,76,106,204,
18,9,8,400,400,400,376,341,308,277,248,221,195,170,147,124,102,78,58,55,71,106,203,
18,9,9,400,400,400,400,400,400,384,330,264,182,222,253,253,221,211,62,69,85,109,207,
18,9,10,400,400,400,364,331,301,272,245,220,196,173,151,130,110,91,70,58,74,106,203,
18,9,11,400,400,400,400,400,400,366,325,288,253,221,193,167,143,120,97,70,72,105,205,
18,9,12,400,400,400,400,400,400,400,400,400,400,383,377,400,126,105,81,126,81,141,206,
18,9,13,327,300,277,259,247,237,226,210,192,173,154,135,116,96,74,62,64,72,105,215,
18,9,14,368,325,291,262,236,213,192,172,154,137,121,106,91,77,61,48,59,73,107,204,
18,9,15,328,298,271,246,223,201,182,163,147,132,121,161,224,196,155,186,229,94,118,208,
18,9,16,325,291,261,235,212,191,171,154,137,121,106,91,77,63,47,52,62,76,110,206,
18,9,17,400,400,400,400,400,400,400,400,400,259,145,98,77,65,53,54,62,85,105,206,
18,9,18,400,400,400,400,400,400,400,396,343,293,248,209,187,130,103,81,64,107,126,203,
18,9,19,400,400,400,400,400,400,400,400,396,264,227,191,366,116,61,61,55,74,128,203,
18,9,20,400,400,400,400,400,400,400,400,400,400,400,400,400,168,133,119,87,93,139,269,
18,9,21,236,215,196,178,161,146,132,118,107,99,179,151,140,127,49,48,55,71,109,208,
18,9,22,400,400,400,400,400,400,306,318,252,226,208,133,108,86,64,54,59,72,105,203,
18,9,23,400,400,400,400,379,400,190,187,210,161,138,119,102,86,69,59,60,76,105,204,
18,9,24,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,330,107,222,
18,9,25,309,280,254,231,209,189,170,153,137,122,109,96,87,67,48,54,69,80,113,206,
18,9,26,400,400,336,285,243,207,177,152,131,114,101,91,82,69,50,53,60,78,143,212,
18,9,27,400,400,400,368,334,303,273,245,219,194,170,147,123,101,81,67,65,75,107,207,
18,9,28,400,400,400,379,344,312,283,254,228,203,179,157,135,114,92,66,67,75,106,209,
18,9,29,400,400,400,400,400,400,400,191,400,400,400,398,343,292,246,204,162,97,106,207,
18,10,0,312,283,256,231,209,188,169,150,134,118,103,100,201,163,136,116,400,113,118,254,
18,10,1,400,400,400,400,400,400,400,390,348,309,272,237,205,174,146,51,57,93,113,211,
18,10,2,327,297,270,246,223,202,182,164,147,130,115,101,87,74,61,52,60,77,110,206,
18,10,3,400,400,400,400,400,400,400,400,395,366,304,255,215,180,148,116,82,74,106,206,
18,10,4,400,400,400,400,400,400,400,400,400,400,400,400,400,396,324,253,166,117,125,222,
18,10,5,400,400,400,400,400,399,374,342,308,274,242,211,181,153,125,103,99,109,136,206,
18,10,6,400,400,400,400,400,400,400,400,400,400,400,400,365,311,260,209,170,142,157,217,
18,10,7,206,196,190,184,176,166,154,142,129,116,104,93,83,75,63,58,62,76,110,207,
18,10,8,400,400,400,400,400,362,325,292,260,230,203,176,151,125,108,99,97,101,107,211,
18,10,9,400,398,364,333,306,281,261,245,236,231,218,187,114,111,191,393,179,110,113,209,
18,10,10,400,400,400,400,400,400,371,335,301,268,238,209,180,153,126,99,68,75,108,209,
18,10,11,400,400,400,400,400,400,400,356,310,273,241,211,181,151,125,100,81,78,118,210,
18,10,12,400,400,400,400,400,400,284,400,400,359,304,262,226,192,163,322,146,78,116,250,
18,10,13,400,400,400,400,394,366,338,315,309,400,353,322,153,89,61,50,55,72,111,207,
18,10,14,364,328,296,267,241,218,196,176,158,142,127,113,101,90,80,92,155,105,111,211,
18,10,15,400,395,359,327,297,269,244,221,200,183,119,98,81,66,48,49,57,78,114,207,
18,10,16,400,400,400,400,366,328,293,260,230,203,178,155,135,115,94,73,124,88,107,216,
18,10,17,248,225,205,186,168,152,137,122,109,98,99,131,135,118,96,70,61,73,106,206,
18,10,18,400,400,400,400,400,400,400,394,349,308,270,236,204,175,143,126,119,88,112,206,
18,10,19,400,400,395,357,324,294,267,240,215,192,354,298,400,400,400,344,284,200,111,277,
18,10,20,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,323,351,80,121,210,
