b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.860),MSGDoid(0.880),MSGDoid(0.900),MSGDoid(0.920),MSGDoid(0.940),
12,6,578,600,600,600,600,600,600,600,600,600,600,
12,6,125,600,600,600,600,600,600,600,600,600,600,
12,6,446,600,600,600,600,600,600,600,600,600,600,
12,6,560,600,600,600,600,600,nan,600,600,600,600,
12,6,656,600,600,600,600,600,600,600,600,600,600,
12,6,36,600,600,600,600,600,600,600,nan,600,600,
12,6,315,600,600,600,600,600,600,600,600,600,600,
12,6,667,600,600,600,600,600,600,600,600,nan,600,
12,6,969,600,600,600,600,600,600,600,600,600,600,
12,6,233,600,600,600,600,600,600,600,600,600,600,
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid(0.860),MSGDoid(0.880),MSGDoid(0.900),MSGDoid(0.920),MSGDoid(0.940),
12,6,551,600,600,600,600,600,600,600,600,600,600,
12,6,787,600,600,600,600,600,600,600,600,600,600,
12,6,76,600,600,600,600,600,nan,600,600,600,600,
12,6,357,600,600,600,600,600,600,600,600,600,600,
12,6,747,600,600,600,600,600,600,600,600,600,600,
12,6,197,600,600,600,600,600,600,600,600,600,600,
12,6,662,600,600,600,600,600,nan,600,600,600,600,
12,6,74,600,600,600,600,600,600,nan,600,600,600,
12,6,398,600,600,600,600,600,600,600,600,600,600,
12,6,695,600,600,600,600,600,600,600,nan,600,600,
