b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid,NAGoid(0.860),NAGoid(0.880),NAGoid(0.900),NAGoid(0.920),NAGoid(0.940),
12,6,781,600,600,600,600,600,600,600,600,600,600,600,
12,6,287,600,600,600,600,600,600,600,600,600,600,600,
12,6,861,600,600,600,600,600,600,600,600,600,600,600,
12,6,538,600,600,600,600,600,600,600,600,600,600,600,
12,6,327,600,600,600,600,600,600,600,600,600,600,600,
12,6,929,600,600,600,600,600,600,600,600,600,600,600,
12,6,540,600,600,600,600,600,600,600,600,600,600,600,
12,6,424,600,600,600,600,600,600,600,600,600,600,600,
12,6,203,600,600,600,600,600,600,600,600,600,600,600,
12,6,725,600,600,600,600,600,600,600,600,600,600,600,
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid,NAGoid(0.860),NAGoid(0.880),NAGoid(0.900),NAGoid(0.920),NAGoid(0.940),
b,chi,seed,trueError,NOR,COR,ROR,IROR,LBOR,MSGDoid,NAGoid(0.860),NAGoid(0.880),NAGoid(0.900),NAGoid(0.920),NAGoid(0.940),
12,6,348,600,600,600,600,600,600,600,600,600,600,600,
12,6,744,600,600,600,600,600,600,600,600,600,600,600,
12,6,239,600,600,600,600,600,600,600,600,600,600,600,
12,6,756,600,600,600,600,600,600,600,600,600,600,600,
12,6,545,600,600,600,600,600,600,600,600,600,600,600,
12,6,97,600,600,600,600,600,600,600,600,600,600,600,
12,6,542,600,600,600,600,600,600,600,600,600,600,600,
12,6,939,600,600,600,600,600,600,600,600,600,600,600,
12,6,375,600,600,600,600,600,600,nan,600,600,600,600,
12,6,824,600,600,600,600,600,600,600,600,600,600,600,
12,6,515,600,600,600,600,600,600,600,600,600,600,600,
12,6,959,600,600,600,600,600,600,600,600,600,600,600,
12,6,441,600,600,600,600,600,600,600,600,600,600,600,
12,6,281,600,600,600,600,600,600,nan,600,600,600,600,
12,6,49,600,600,600,600,600,600,600,600,600,600,600,
12,6,403,600,600,600,600,600,600,600,nan,600,600,600,
12,6,687,600,600,600,600,600,600,600,600,600,600,600,
12,6,967,600,600,600,600,600,600,600,600,600,600,600,
12,6,239,600,600,600,600,600,600,600,600,600,600,600,
12,6,485,600,600,600,600,600,600,600,600,600,600,600,
12,6,283,600,600,600,600,600,600,600,600,600,600,600,
12,6,670,600,600,600,600,600,600,600,600,600,600,600,
12,6,960,600,600,600,600,600,600,600,600,600,600,600,
12,6,354,600,600,600,600,600,600,600,nan,600,600,600,
12,6,816,600,600,600,600,600,600,600,600,600,600,600,
12,6,365,600,600,600,600,600,600,600,600,600,600,600,
12,6,896,600,600,600,600,600,600,600,600,600,600,600,
12,6,457,600,600,600,600,600,600,600,600,600,600,600,
12,6,210,600,600,600,600,600,600,600,600,600,600,600,
12,6,39,600,600,600,600,600,600,600,600,600,600,600,
12,6,308,600,600,600,600,600,600,600,600,600,600,600,
12,6,677,600,600,600,600,600,600,600,600,600,600,nan,
12,6,224,600,600,600,600,600,600,nan,nan,600,600,600,
12,6,456,600,600,600,600,600,600,600,600,600,600,600,
12,6,717,600,600,600,600,600,600,600,600,600,600,600,
12,6,972,600,600,600,600,600,600,600,600,600,600,600,
12,6,329,600,600,600,600,600,600,nan,600,600,600,600,
12,6,852,600,600,600,600,600,600,600,600,600,600,600,
12,6,380,600,600,600,600,600,600,600,nan,600,600,600,
12,6,928,600,600,600,600,600,600,600,600,600,600,600,
12,6,477,600,600,600,600,600,600,600,600,600,600,600,
12,6,87,600,600,600,600,600,600,600,600,600,600,600,
12,6,661,600,600,600,600,600,600,600,600,600,600,600,
12,6,541,600,600,600,600,600,600,600,600,600,600,600,
12,6,467,600,600,600,600,600,600,600,600,600,600,600,
12,6,784,600,600,600,600,600,600,600,600,600,600,600,
12,6,71,600,600,600,600,600,600,600,nan,600,600,600,
12,6,307,600,600,600,600,600,600,600,600,600,600,600,
12,6,895,600,600,600,600,600,600,600,600,600,600,600,
12,6,499,600,600,600,600,600,600,600,600,600,600,600,
12,6,62,600,600,600,600,600,600,600,600,600,600,600,
12,6,672,600,600,600,600,600,600,600,600,600,600,600,
12,6,357,600,600,600,600,600,600,600,600,600,600,600,
12,6,908,600,600,600,600,600,600,600,600,600,600,600,
12,6,487,600,600,600,600,600,600,nan,600,600,600,600,
12,6,30,600,600,600,600,600,600,nan,600,600,600,600,
12,6,66,600,600,600,600,600,600,600,600,600,600,600,
12,6,953,600,600,600,600,600,600,600,600,600,600,600,
12,6,35,600,600,600,600,600,nan,600,nan,nan,600,600,
12,6,282,600,600,600,600,600,600,600,600,600,600,600,
12,6,345,600,600,600,600,600,600,600,600,600,600,600,
12,6,689,600,600,600,600,600,600,600,600,600,600,600,
12,6,368,600,600,600,600,600,600,600,600,600,600,600,
12,6,336,600,600,600,600,600,600,600,600,600,600,600,
